"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.Answer_1","Answer.Answer_2","Answer.Answer_3","Answer.Answer_4","Approve","Reject"
"3N2YPY1GI6F2KMVQVY8LANDBPJPVEE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","37Z929RLGAQQ4XUDH0XDN6PN8C7TSJ","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:24:23 PDT 2016","Tue Jul 05 13:24:31 PDT 2016","Tue Jul 05 21:24:31 PDT 2016","Tue Jul 05 13:52:45 PDT 2016","","","8","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2696951725.jpg","1","1","","3"
"3N2YPY1GI6F2KMVQVY8LANDBPJPVEE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","3EICBYG645EGJD9C8KT96VYWO70JCG","A29NA4283YJ26D","Approved","Tue Jul 05 13:31:56 PDT 2016","Tue Jul 05 13:32:13 PDT 2016","Tue Jul 05 21:32:13 PDT 2016","Tue Jul 05 13:52:45 PDT 2016","","","17","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2696951725.jpg","1","1","","0"
"3N2YPY1GI6F2KMVQVY8LANDBPJPVEE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","3OJSZ2ATDTE20XZVS1H4PZND5V575G","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:19:26 PDT 2016","Tue Jul 05 13:20:13 PDT 2016","Tue Jul 05 21:20:13 PDT 2016","Tue Jul 05 13:52:45 PDT 2016","","","47","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2696951725.jpg","1","1","","0"
"334ZEL5JX6W84LRBVH6C4CNIUH1SOA","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","3GU1KF0O4JJTVJK4PX2YS7EQFL1BPW","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:24:06 PDT 2016","Tue Jul 05 13:25:57 PDT 2016","Tue Jul 05 21:25:57 PDT 2016","Tue Jul 05 13:52:44 PDT 2016","","","111","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4756974733.jpg","1","0","0",""
"334ZEL5JX6W84LRBVH6C4CNIUH1SOA","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","3K2755HG5TLAJ3TUPQXZB3OMG0ODF0","A20S480R0WXX3N","Approved","Tue Jul 05 13:22:44 PDT 2016","Tue Jul 05 13:23:18 PDT 2016","Tue Jul 05 21:23:18 PDT 2016","Tue Jul 05 13:52:44 PDT 2016","","","34","100% (7/7)","100% (7/7)","100% (7/7)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4756974733.jpg","1","0","0",""
"334ZEL5JX6W84LRBVH6C4CNIUH1SOA","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","3KV0LJBBH33AQN4GTEWWBIPZS2RMRM","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:22:02 PDT 2016","Tue Jul 05 13:22:15 PDT 2016","Tue Jul 05 21:22:15 PDT 2016","Tue Jul 05 13:52:44 PDT 2016","","","13","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4756974733.jpg","1","0","4",""
"3H5TOKO3D90ZDUJW5KO0P9LLV1564T","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","32N49TQG3H01HTC85VB13OJ2JRIVA7","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:26:35 PDT 2016","Tue Jul 05 13:26:45 PDT 2016","Tue Jul 05 21:26:45 PDT 2016","Tue Jul 05 13:52:44 PDT 2016","","","10","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1462461942.jpg","0","0","5",""
"3H5TOKO3D90ZDUJW5KO0P9LLV1564T","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","39PAAFCODNI6WPBHBV2IYT9U7G4TVR","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:28:24 PDT 2016","Tue Jul 05 13:28:31 PDT 2016","Tue Jul 05 21:28:31 PDT 2016","Tue Jul 05 13:52:44 PDT 2016","","","7","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1462461942.jpg","0","0","2",""
"3H5TOKO3D90ZDUJW5KO0P9LLV1564T","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","3WAKVUDHUXYJLCPAT2PCXBFT4CZU7M","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:22:06 PDT 2016","Tue Jul 05 13:23:21 PDT 2016","Tue Jul 05 21:23:21 PDT 2016","Tue Jul 05 13:52:44 PDT 2016","","","75","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1462461942.jpg","0","0","4",""
"3QGTX7BCHPJJXN77LU4LRZKU01X5ZO","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","35LDD5557BMO3JRL3UNZA63LXAVKMP","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:19:36 PDT 2016","Tue Jul 05 13:20:25 PDT 2016","Tue Jul 05 21:20:25 PDT 2016","Tue Jul 05 13:52:45 PDT 2016","","","49","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/378398142.jpg","1","0","0",""
"3QGTX7BCHPJJXN77LU4LRZKU01X5ZO","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","36PW28KO40EKFIQMA5MR3KVGJWAAEB","A29NA4283YJ26D","Approved","Tue Jul 05 13:20:22 PDT 2016","Tue Jul 05 13:20:47 PDT 2016","Tue Jul 05 21:20:47 PDT 2016","Tue Jul 05 13:52:45 PDT 2016","","","25","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/378398142.jpg","1","0","3",""
"3QGTX7BCHPJJXN77LU4LRZKU01X5ZO","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","3RU7GD8VPPBSC5160JOTIWOQJ9NSPE","A3N8C7XN2ZIEY2","Approved","Tue Jul 05 13:24:52 PDT 2016","Tue Jul 05 13:25:21 PDT 2016","Tue Jul 05 21:25:21 PDT 2016","Tue Jul 05 13:52:45 PDT 2016","","","29","100% (28/28)","100% (28/28)","100% (28/28)","http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/378398142.jpg","1","0","3",""
"30U1YOGZGADH0O0M58SWTIBJQ3VDSZ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","351SEKWQS1ZGPDLBBD1C6T8VD17DME","A29NA4283YJ26D","Approved","Tue Jul 05 13:31:23 PDT 2016","Tue Jul 05 13:31:36 PDT 2016","Tue Jul 05 21:31:36 PDT 2016","Tue Jul 05 13:52:44 PDT 2016","","","13","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/171133671.jpg","0","0","3",""
"30U1YOGZGADH0O0M58SWTIBJQ3VDSZ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","3EJJQNKU9SNOY9352HGJJDH3BGQRHG","A37WDOIQH6JM6V","Approved","Tue Jul 05 13:20:54 PDT 2016","Tue Jul 05 13:21:19 PDT 2016","Tue Jul 05 21:21:19 PDT 2016","Tue Jul 05 13:52:44 PDT 2016","","","25","100% (148/148)","100% (148/148)","100% (19/19)","http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/171133671.jpg","0","0","4",""
"30U1YOGZGADH0O0M58SWTIBJQ3VDSZ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","3ZPPDN2SLWE6AZGHIZ8R7PKWDEYE96","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:28:32 PDT 2016","Tue Jul 05 13:28:46 PDT 2016","Tue Jul 05 21:28:46 PDT 2016","Tue Jul 05 13:52:44 PDT 2016","","","14","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/171133671.jpg","0","0","3",""
"3PUV2Q8SV4LIJ2JKUM613T1JMF9BDW","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","339ANSOTR6K2701UIFP7IDW4G1IIKE","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:29:05 PDT 2016","Tue Jul 05 13:29:16 PDT 2016","Tue Jul 05 21:29:16 PDT 2016","Tue Jul 05 13:52:46 PDT 2016","","","11","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/424379231.jpg","1","0","0",""
"3PUV2Q8SV4LIJ2JKUM613T1JMF9BDW","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","3K3R2QNK8CLNZVD38ZNWB76ZZ2P9UF","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:23:11 PDT 2016","Tue Jul 05 13:24:34 PDT 2016","Tue Jul 05 21:24:34 PDT 2016","Tue Jul 05 13:52:46 PDT 2016","","","83","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/424379231.jpg","1","0","2",""
"3PUV2Q8SV4LIJ2JKUM613T1JMF9BDW","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","3OVR4I9USQ1UAW0AAV70KYYUAPDQ43","A3H35QRODK1C4K","Approved","Tue Jul 05 13:34:56 PDT 2016","Tue Jul 05 13:35:15 PDT 2016","Tue Jul 05 21:35:15 PDT 2016","Tue Jul 05 13:52:46 PDT 2016","","","19","100% (29/29)","100% (29/29)","100% (29/29)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/424379231.jpg","1","1","","3"
"3WPCIUYH1APIFOD1U8XM3N75SM9DTO","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","3C2NJ6JBKBZZ4L8VQPWVNP6RL0R2NT","A610SH5RY1NG1","Approved","Tue Jul 05 13:30:18 PDT 2016","Tue Jul 05 13:30:26 PDT 2016","Tue Jul 05 21:30:26 PDT 2016","Tue Jul 05 13:52:45 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2938523789.jpg","0","0","3",""
"3WPCIUYH1APIFOD1U8XM3N75SM9DTO","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","3QAVNHZ3ENMYLO0ERR9VGFL0STDAL0","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:22:49 PDT 2016","Tue Jul 05 13:22:57 PDT 2016","Tue Jul 05 21:22:57 PDT 2016","Tue Jul 05 13:52:45 PDT 2016","","","8","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2938523789.jpg","0","0","3",""
"3WPCIUYH1APIFOD1U8XM3N75SM9DTO","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","3R5F3LQFV327SHBJGB5MPPG3WJWOZ3","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:32:06 PDT 2016","Tue Jul 05 13:32:25 PDT 2016","Tue Jul 05 21:32:25 PDT 2016","Tue Jul 05 13:52:45 PDT 2016","","","19","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2938523789.jpg","0","0","3",""
"3C8QQOM6JPIB4MLIDDW68TD1QEVLIV","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","33IZTU6J82JXLE3XMAYAC9ATL82SX8","A3H35QRODK1C4K","Approved","Tue Jul 05 13:32:31 PDT 2016","Tue Jul 05 13:32:40 PDT 2016","Tue Jul 05 21:32:40 PDT 2016","Tue Jul 05 13:52:46 PDT 2016","","","9","100% (29/29)","100% (29/29)","100% (29/29)","http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4857278444.jpg","1","0","0",""
"3C8QQOM6JPIB4MLIDDW68TD1QEVLIV","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","3H7XDTSHKD9F69PGH587LCDJOVTGWA","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:20:29 PDT 2016","Tue Jul 05 13:20:35 PDT 2016","Tue Jul 05 21:20:35 PDT 2016","Tue Jul 05 13:52:46 PDT 2016","","","6","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4857278444.jpg","1","0","0",""
"3C8QQOM6JPIB4MLIDDW68TD1QEVLIV","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","3X65QVEQI15ME3XCB55MMABOSW5CLB","A610SH5RY1NG1","Approved","Tue Jul 05 13:30:50 PDT 2016","Tue Jul 05 13:31:00 PDT 2016","Tue Jul 05 21:31:00 PDT 2016","Tue Jul 05 13:52:46 PDT 2016","","","10","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4857278444.jpg","0","0","3",""
"3B286OTISEYQ3EEKY4SGBGCQ9HLJAN","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","3M81GAB8A11EVVLJPAHNSC40KHJBQJ","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:19:01 PDT 2016","Tue Jul 05 13:19:18 PDT 2016","Tue Jul 05 21:19:18 PDT 2016","Tue Jul 05 13:52:45 PDT 2016","","","17","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4972635204.jpg","1","0","0",""
"3B286OTISEYQ3EEKY4SGBGCQ9HLJAN","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","3N1FSUEFL6I0LNW5591GKZRVRADD4A","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:19:57 PDT 2016","Tue Jul 05 13:20:47 PDT 2016","Tue Jul 05 21:20:47 PDT 2016","Tue Jul 05 13:52:45 PDT 2016","","","50","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4972635204.jpg","1","0","0",""
"3B286OTISEYQ3EEKY4SGBGCQ9HLJAN","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:15 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:15 PDT 2016","","","3QEMNNSB2YHX4AEO77ZNNBB5ICC7DX","A29NA4283YJ26D","Approved","Tue Jul 05 13:31:00 PDT 2016","Tue Jul 05 13:31:09 PDT 2016","Tue Jul 05 21:31:09 PDT 2016","Tue Jul 05 13:52:45 PDT 2016","","","9","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4972635204.jpg","1","0","0",""
"3E9VAUV7BWVGY39JK4TJL3REMLTYAV","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","35L9RVQFCP0GE1VM6BBOOO4NIFZUHS","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:27:40 PDT 2016","Tue Jul 05 13:27:45 PDT 2016","Tue Jul 05 21:27:45 PDT 2016","Tue Jul 05 13:52:46 PDT 2016","","","5","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/1167908324.jpg","0","0","2",""
"3E9VAUV7BWVGY39JK4TJL3REMLTYAV","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","3ATPCQ38J9SILN7DA6YLANNW18JAYU","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:25:01 PDT 2016","Tue Jul 05 13:25:09 PDT 2016","Tue Jul 05 21:25:09 PDT 2016","Tue Jul 05 13:52:46 PDT 2016","","","8","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/1167908324.jpg","0","0","2",""
"3E9VAUV7BWVGY39JK4TJL3REMLTYAV","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:02 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:02 PDT 2016","","","3R2UR8A0IBYINMB4FTH1S40SOJWOX4","A610SH5RY1NG1","Approved","Tue Jul 05 13:29:44 PDT 2016","Tue Jul 05 13:29:55 PDT 2016","Tue Jul 05 21:29:55 PDT 2016","Tue Jul 05 13:52:47 PDT 2016","","","11","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/1167908324.jpg","0","0","2",""
"3B9XR6P1WECVMOJC4ISC6RWWRZ6JBI","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","36W0OB37HXWX00PWCYAW5GJ2KXDZHL","A29NA4283YJ26D","Approved","Tue Jul 05 13:25:45 PDT 2016","Tue Jul 05 13:25:55 PDT 2016","Tue Jul 05 21:25:55 PDT 2016","Tue Jul 05 13:52:46 PDT 2016","","","10","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/12000_13000/3302986588.jpg","1","0","5",""
"3B9XR6P1WECVMOJC4ISC6RWWRZ6JBI","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","3NVC2EB65RHI128S1RJBNF9QVYM3YM","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:17:36 PDT 2016","Tue Jul 05 13:17:56 PDT 2016","Tue Jul 05 21:17:56 PDT 2016","Tue Jul 05 13:52:46 PDT 2016","","","20","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/12000_13000/3302986588.jpg","1","0","0",""
"3B9XR6P1WECVMOJC4ISC6RWWRZ6JBI","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","3QUO65DNQV6Q6IH9AO6E8X1OU18OU5","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:20:36 PDT 2016","Tue Jul 05 13:20:46 PDT 2016","Tue Jul 05 21:20:46 PDT 2016","Tue Jul 05 13:52:46 PDT 2016","","","10","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/12000_13000/3302986588.jpg","1","0","0",""
